postcode,city,street,number
50-006,Wrocław,Kołłątaja Hugona,9
50-007,Wrocław,Kołłątaja Hugona,10
50-008,Wrocław,Kościuszki Tadeusza,59
50-009,Wrocław,Kościuszki Tadeusza,50
50-010,Wrocław,Podwale,58
50-011,Wrocław,Kościuszki Tadeusza,25
50-012,Wrocław,Kościuszki Tadeusza,22
50-021,Wrocław,Komandorska,1
50-022,Wrocław,Komandorska,2
50-023,Wrocław,Bogusławskiego Wojciecha,12
50-024,Wrocław,Podwale,40
50-024,Wrocław,Świdnicka,40
50-026,Wrocław,Kościuszki Tadeusza,20
50-027,Wrocław,Kościuszki Tadeusza,21
50-027,Wrocław,Świdnicka,42
50-028,Wrocław,Świdnicka,43
50-029,Wrocław,Świdnicka,37
50-030,Wrocław,Świdnicka,50
50-031,Wrocław,Bogusławskiego Wojciecha,2
50-037,Wrocław,Kościuszki Tadeusza,1
50-038,Wrocław,Kościuszki Tadeusza,2
50-039,Wrocław,Podwale,46
50-040,Wrocław,Podwale,28
50-042,Wrocław,Podwale,27
50-043,Wrocław,Podwale,2
50-053,Wrocław,Szewska,2
50-054,Wrocław,Szewska,78
50-059,Wrocław,Ofiar Oświęcimskich,22
50-064,Wrocław,Świdnicka,1
50-066,Wrocław,Świdnicka,11
50-067,Wrocław,Świdnicka,2
50-068,Wrocław,Świdnicka,10
50-069,Wrocław,Ofiar Oświęcimskich,2
50-088,Wrocław,Swobodna,2
50-089,Wrocław,Swobodna,46
50-101,Wrocław,Rynek,14
50-102,Wrocław,Rynek,30
50-104,Wrocław,Łaciarska,2
50-105,Wrocław,Łaciarska,58
50-106,Wrocław,Rynek,2
50-108,Wrocław,Kiełbaśnicza,2
50-109,Wrocław,Kiełbaśnicza,28
50-110,Wrocław,Kiełbaśnicza,8
50-112,Wrocław,Garbary,2
50-113,Wrocław,Odrzańska,2
50-114,Wrocław,Odrzańska,20
50-115,Wrocław,Garbary,10
50-115,Wrocław,Grodzka,2
50-116,Wrocław,Rynek,42
50-119,Wrocław,Nożownicza,2
50-120,Wrocław,Kotlarska,20
50-121,Wrocław,Szewska,72
50-122,Wrocław,Szewska,8
50-123,Wrocław,Oławska,2
50-124,Wrocław,Oławska,34
50-125,Wrocław,Świętego Mikołaja,2
50-126,Wrocław,Świętego Mikołaja,70
50-127,Wrocław,Świętego Mikołaja,44
50-128,Wrocław,Świętego Mikołaja,14
50-129,Wrocław,Rzeźnicza,2
50-130,Wrocław,Rzeźnicza,26
50-132,Wrocław,Rzeźnicza,8
50-137,Wrocław,Grodzka,8
50-139,Wrocław,Szewska,14
50-146,Wrocław,Łaciarska,14
50-147,Wrocław,Nożownicza,28
50-148,Wrocław,Stwosza Wita,2
50-149,Wrocław,Stwosza Wita,28
50-150,Wrocław,Kotlarska,2
50-151,Wrocław,Kotlarska,42
50-202,Wrocław,Księcia Witolda,2
50-203,Wrocław,Księcia Witolda,52
50-205,Wrocław,Cybulskiego Wojciecha,18
50-206,Wrocław,Cybulskiego Wojciecha,2
50-207,Wrocław,Dubois Stanisława,12
50-208,Wrocław,Dubois Stanisława,2
50-215,Wrocław,Pomorska,2
50-216,Wrocław,Pomorska,5
50-217,Wrocław,Pomorska,45
50-218,Wrocław,Pomorska,4
50-219,Wrocław,Pomorska,40
50-226,Wrocław,Zegadłowicza Emila,38
50-228,Wrocław,Zegadłowicza Emila,2
50-230,Wrocław,Trzebnicka,42
50-231,Wrocław,Trzebnicka,46
50-233,Wrocław,Kręta,10
50-233,Wrocław,Ołbińska,28
50-234,Wrocław,Słowiańska,1
50-235,Wrocław,Słowiańska,2
50-237,Wrocław,Kręta,2
50-237,Wrocław,Ołbińska,2
50-239,Wrocław,Kazimierza Jagiellończyka,22
50-240,Wrocław,Kazimierza Jagiellończyka,2
50-245,Wrocław,Trzebnicka,1
50-246,Wrocław,Trzebnicka,2
50-248,Wrocław,Rydygiera Ludwika,1
50-249,Wrocław,Rydygiera Ludwika,2
50-251,Wrocław,Świętego Wincentego,20
50-252,Wrocław,Świętego Wincentego,1
50-253,Wrocław,Świętego Wincentego,2
50-257,Wrocław,Jedności Narodowej,2
50-258,Wrocław,Jedności Narodowej,18
50-260,Wrocław,Jedności Narodowej,11
50-261,Wrocław,Jedności Narodowej,70
50-262,Wrocław,Jedności Narodowej,51
50-263,Wrocław,Kilińskiego Jana,1
50-264,Wrocław,Kilińskiego Jana,2
50-301,Wrocław,Jedności Narodowej,96
50-302,Wrocław,Jedności Narodowej,126
50-303,Wrocław,Jedności Narodowej,135
50-309,Wrocław,Daszyńskiego Ignacego,2
50-310,Wrocław,Daszyńskiego Ignacego,20
50-312,Wrocław,Żeromskiego Stefana,46
50-313,Wrocław,Barlickiego Norberta,30
50-314,Wrocław,Nowowiejska,2
50-315,Wrocław,Nowowiejska,34
50-316,Wrocław,Prusa Bolesława,90
50-317,Wrocław,Prusa Bolesława,37
50-318,Wrocław,Prusa Bolesława,46
50-319,Wrocław,Prusa Bolesława,2
50-321,Wrocław,Żeromskiego Stefana,2
50-322,Wrocław,Kluczborska,24
50-323,Wrocław,Kluczborska,2
50-324,Wrocław,Barlickiego Norberta,2
50-335,Wrocław,Sienkiewicza Henryka,2
50-337,Wrocław,Górnickiego Łukasza,14
50-338,Wrocław,Krzywa,2
50-338,Wrocław,Reja Mikołaja,26
50-339,Wrocław,Nowowiejska,82
50-340,Wrocław,Nowowiejska,108
50-343,Wrocław,Reja Mikołaja,60
50-346,Wrocław,Sienkiewicza Henryka,91
50-347,Wrocław,Sienkiewicza Henryka,114
50-348,Wrocław,Sienkiewicza Henryka,94
50-349,Wrocław,Sienkiewicza Henryka,50
50-352,Wrocław,Górnickiego Łukasza,2
50-354,Wrocław,Reja Mikołaja,2
50-355,Wrocław,Grunwaldzka,2
50-356,Wrocław,Grunwaldzka,26
50-357,Wrocław,Grunwaldzka,46
50-359,Wrocław,Piastowska,2
50-361,Wrocław,Krzywa,20
50-361,Wrocław,Piastowska,20
50-401,Wrocław,Krasińskiego Zygmunta,2
50-402,Wrocław,Traugutta Romualda,14
50-403,Wrocław,Dobrzyńska,1
50-407,Wrocław,Dobrzyńska,2
50-408,Wrocław,Mazowiecka,2
50-412,Wrocław,Mazowiecka,1
50-414,Wrocław,Krasińskiego Zygmunta,1
50-414,Wrocław,Podwale,82
50-414,Wrocław,Traugutta Romualda,2
50-416,Wrocław,Traugutta Romualda,13
50-417,Wrocław,Traugutta Romualda,57
50-418,Wrocław,Traugutta Romualda,18
50-419,Wrocław,Traugutta Romualda,93
50-420,Wrocław,Traugutta Romualda,88
50-424,Wrocław,Krakowska,1
50-425,Wrocław,Krakowska,2
50-426,Wrocław,Krakowska,69
50-427,Wrocław,Krakowska,70
50-428,Wrocław,Krakowska,99
50-429,Wrocław,Krakowska,118
50-437,Wrocław,Kościuszki Tadeusza,162
50-438,Wrocław,Kościuszki Tadeusza,155
50-439,Wrocław,Kościuszki Tadeusza,116
50-440,Wrocław,Kościuszki Tadeusza,123
50-441,Wrocław,Kościuszki Tadeusza,70
50-442,Wrocław,Kościuszki Tadeusza,77
50-449,Wrocław,Krasińskiego Zygmunta,11
50-449,Wrocław,Podwale,68
50-449,Wrocław,Traugutta Romualda,1
50-450,Wrocław,Krasińskiego Zygmunta,22
50-451,Wrocław,Komuny Paryskiej,2
50-452,Wrocław,Komuny Paryskiej,48
50-501,Wrocław,Hubska,1
50-502,Wrocław,Hubska,2
50-504,Wrocław,Nyska,2
50-505,Wrocław,Hubska,112
50-505,Wrocław,Nyska,38
50-505,Wrocław,Piękna,2
50-506,Wrocław,Piękna,34
50-516,Wrocław,Bardzka,1
50-517,Wrocław,Bardzka,2
50-518,Wrocław,Wapienna,2
50-519,Wrocław,Gajowa,2
50-520,Wrocław,Gajowa,46
50-521,Wrocław,Szczęśliwa,214
50-521,Wrocław,Łódzka,2
50-521,Wrocław,Wesoła,1
50-524,Wrocław,Szczęśliwa,188
50-524,Wrocław,Wesoła,6
50-525,Wrocław,Gliniana,2
50-526,Wrocław,Gliniana,48
50-529,Wrocław,Borowska,1
50-530,Wrocław,Borowska,2
50-531,Wrocław,Borowska,47
50-532,Wrocław,Borowska,14
50-533,Wrocław,Przestrzenna,2
50-534,Wrocław,Przestrzenna,1
50-535,Wrocław,Szczęśliwa,164
50-535,Wrocław,Wesoła,2
50-544,Wrocław,Wapienna,36
50-545,Wrocław,Kamienna,114
50-546,Wrocław,Gajowa,82
50-547,Wrocław,Kamienna,82
50-548,Wrocław,Łódzka,46
50-549,Wrocław,Kamienna,42
50-551,Wrocław,Borowska,101
50-552,Wrocław,Borowska,78
50-553,Wrocław,Borowska,181
50-554,Wrocław,Borowska,158
50-556,Wrocław,Borowska,209
50-557,Wrocław,Borowska,182
50-558,Wrocław,Borowska,214
50-562,Wrocław,Spiska,1
50-563,Wrocław,Spiska,2
50-564,Wrocław,Spiska,51
50-565,Wrocław,Spiska,50
51-001,Wrocław,Osobowicka,146
51-004,Wrocław,Osobowicka,114
51-005,Wrocław,Jarocińska,2
51-008,Wrocław,Osobowicka,62
51-009,Wrocław,Ćwiczebna,100
51-009,Wrocław,Jarocińska,14
51-011,Wrocław,Jarocińska,30
51-110,Wrocław,Osobowicka,2
51-113,Wrocław,Obornicka,2
51-114,Wrocław,Obornicka,58
51-118,Wrocław,Żmigrodzka,1
51-118,Wrocław,Zawalna,2
51-119,Wrocław,Żmigrodzka,21
51-120,Wrocław,Żmigrodzka,2
51-123,Wrocław,Pola Wincentego,50
51-124,Wrocław,Kamieńskiego Henryka,2
51-126,Wrocław,Kamieńskiego Henryka,200
51-126,Wrocław,Milicka,46
51-127,Wrocław,Milicka,2
51-129,Wrocław,Żmigrodzka,227
51-130,Wrocław,Żmigrodzka,73
51-131,Wrocław,Żmigrodzka,68
51-139,Wrocław,Zawalna,18
51-140,Wrocław,Pola Wincentego,2
51-141,Wrocław,Chrzanowskiego Ignacego,20
51-141,Wrocław,Konopnickiej Marii,2
51-142,Wrocław,Konopnickiej Marii,40
51-147,Wrocław,Chrzanowskiego Ignacego,2
51-147,Wrocław,Czajkowskiego Piotra,68
51-148,Wrocław,Przybyszewskiego Stanisława,44
51-151,Wrocław,Przybyszewskiego Stanisława,2
51-163,Wrocław,Giżycka,2
51-164,Wrocław,Toruńska,2
51-165,Wrocław,Bolesława Krzywoustego,2
51-166,Wrocław,Bolesława Krzywoustego,60
51-169,Wrocław,Redycka,2
51-171,Wrocław,Czajkowskiego Piotra,2
51-180,Wrocław,Ćwiczebna,2
51-180,Wrocław,Kamieńskiego Henryka,244
51-180,Wrocław,Redycka,116
51-310,Wrocław,Bolesława Krzywoustego,201
51-312,Wrocław,Bolesława Krzywoustego,202
51-315,Wrocław,Kiełczowska,2
51-316,Wrocław,Kiełczowska,53
51-350,Wrocław,Szewczenki Tarasa,2
51-351,Wrocław,Szewczenki Tarasa,20
51-352,Wrocław,Szewczenki Tarasa,34
51-412,Wrocław,Giżycka,62
51-414,Wrocław,Toruńska,72
51-415,Wrocław,Kwidzyńska,1
51-416,Wrocław,Kwidzyńska,2
51-421,Wrocław,Bolesława Krzywoustego,110
51-423,Wrocław,Kowalska,2
51-424,Wrocław,Kowalska,44
51-427,Wrocław,Działdowska,28
51-427,Wrocław,Kwidzyńska,20
51-429,Wrocław,Działdowska,2
51-501,Wrocław,Swojczycka,2
51-502,Wrocław,Swojczycka,68
51-511,Wrocław,Strachocińska,2
51-518,Wrocław,Strachocińska,140
51-608,Wrocław,Różyckiego Ludomira 1,1
51-612,Wrocław,Różyckiego Ludomira,2
51-617,Wrocław,Kopernika Mikołaja,12
51-618,Wrocław,Wróblewskiego Zygmunta,2
51-619,Wrocław,Mickiewicza Adama,2
51-620,Wrocław,Mickiewicza Adama,46
51-622,Wrocław,Kopernika Mikołaja,2
51-627,Wrocław,Wróblewskiego Zygmunta,4
51-636,Wrocław,Braci Gierymskich,2
51-640,Wrocław,Braci Gierymskich,28
51-642,Wrocław,Olszewskiego Karola,1
51-643,Wrocław,Olszewskiego Karola,2
51-644,Wrocław,Olszewskiego Karola,85
51-646,Wrocław,Olszewskiego Karola,34
51-647,Wrocław,Olszewskiego Karola,143
51-648,Wrocław,Olszewskiego Karola,124
51-660,Wrocław,Sempołowskiej Stefanii,2
51-661,Wrocław,Sempołowskiej Stefanii,34
51-662,Wrocław,Jackowskiego Maksymiliana,2
51-665,Wrocław,Jackowskiego Maksymiliana,38
51-668,Wrocław,Dembowskiego Edwarda,111
51-669,Wrocław,Dembowskiego Edwarda,62
51-670,Wrocław,Dembowskiego Edwarda,2
51-672,Wrocław,Partyzantów,2
51-675,Wrocław,Partyzantów,26
51-679,Wrocław,Partyzantów,96
51-684,Wrocław,Mickiewicza Adama,58
51-685,Wrocław,Mickiewicza Adama,67
51-686,Wrocław,Kosynierów Gdyńskich,24
51-687,Wrocław,Kosynierów Gdyńskich,74
51-689,Wrocław,Kosynierów Gdyńskich,2
52-010,Wrocław,Opolska,1
52-012,Wrocław,Opolska,2
52-013,Wrocław,Opolska,95
52-014,Wrocław,Opolska,94
52-015,Wrocław,Krakowska,180
52-110,Wrocław,Mościckiego Ignacego,2
52-122,Wrocław,Mościckiego Ignacego,45
52-135,Wrocław,Mościckiego Ignacego,46
52-212,Wrocław,Nenckiego Marcelego,138
52-213,Wrocław,Nenckiego Marcelego,162
52-223,Wrocław,Nenckiego Marcelego,2
52-235,Wrocław,Pawia,2
52-239,Wrocław,Pawia,16
52-319,Wrocław,Karmelkowa,66
52-401,Wrocław,Solskiego Ludwika,1
52-402,Wrocław,Grabiszyńska,338
52-416,Wrocław,Solskiego Ludwika,2
52-419,Wrocław,Petrażyckiego Leona,2
52-423,Wrocław,Stanki Jana,2
52-431,Wrocław,Stanki Jana,22
52-434,Wrocław,Petrażyckiego Leona,46
52-436,Wrocław,Karmelkowa,2
52-437,Wrocław,Karmelkowa,1
52-438,Wrocław,Solskiego Ludwika,26
53-006,Wrocław,Agrestowa,2
53-010,Wrocław,Ołtaszyńska,2
53-011,Wrocław,Wyścigowa,1
53-012,Wrocław,Wyścigowa,2
53-019,Wrocław,Krzycka,1
53-020,Wrocław,Krzycka,2
53-034,Wrocław,Ołtaszyńska,56
53-035,Wrocław,Agrestowa,102
53-110,Wrocław,Ślężna,131
53-111,Wrocław,Ślężna,90
53-112,Wrocław,Ślężna,193
53-113,Wrocław,Ślężna,182
53-128,Wrocław,Sudecka,1
53-129,Wrocław,Sudecka,2
53-136,Wrocław,Sokola,48
53-138,Wrocław,Powstańców Śląskich,145
53-139,Wrocław,Powstańców Śląskich,158
53-140,Wrocław,Powstańców Śląskich,200
53-142,Wrocław,Modlińska,2
53-145,Wrocław,Sokola,28
53-146,Wrocław,Racławicka,2
53-147,Wrocław,Sokola,2
53-149,Wrocław,Racławicka,1
53-150,Wrocław,Gajowicka,154
53-152,Wrocław,Modlińska,32
53-224,Wrocław,Bzowa,2
53-226,Wrocław,Bzowa,74
53-227,Wrocław,Inżynierska,2
53-228,Wrocław,Inżynierska,19
53-229,Wrocław,Inżynierska,32
53-230,Wrocław,Inżynierska,54
53-234,Wrocław,Grabiszyńska,175
53-235,Wrocław,Grabiszyńska,172
53-236,Wrocław,Grabiszyńska,270
53-237,Wrocław,Klecińska,2
53-301,Wrocław,Ślężna,1
53-302,Wrocław,Ślężna,2
53-305,Wrocław,Ślężna,95
53-306,Wrocław,Ślężna,68
53-307,Wrocław,Kamienna,1
53-308,Wrocław,Kamienna,2
53-310,Wrocław,Sztabowa,74
53-311,Wrocław,Drukarska,1
53-312,Wrocław,Drukarska,2
53-313,Wrocław,Sztabowa,70
53-315,Wrocław,Powstańców Śląskich,126
53-317,Wrocław,Powstańców Śląskich,125
53-321,Wrocław,Sztabowa,28
53-322,Wrocław,Gajowicka,122
53-323,Wrocław,Gajowicka,139
53-327,Wrocław,Sztabowa,2
53-327,Wrocław,Wróbla,2
53-328,Wrocław,Pretficza Bernarda,2
53-332,Wrocław,Powstańców Śląskich,1
53-333,Wrocław,Powstańców Śląskich,2
53-337,Wrocław,Szczęśliwa,102
53-338,Wrocław,Wielka,27
53-339,Wrocław,Wielka,10
53-340,Wrocław,Wielka,61
53-341,Wrocław,Wielka,18
53-342,Wrocław,Komandorska,15
53-343,Wrocław,Komandorska,18
53-344,Wrocław,Komandorska,147
53-345,Wrocław,Komandorska,70
53-401,Wrocław,Mielecka,1
53-402,Wrocław,Mielecka,2
53-405,Wrocław,Krucza,61
53-406,Wrocław,Krucza,110
53-407,Wrocław,Gajowicka,100
53-407,Wrocław,Pretficza Bernarda,28
53-407,Wrocław,Wróbla,1
53-409,Wrocław,Krucza,1
53-410,Wrocław,Krucza,39
53-411,Wrocław,Krucza,2
53-412,Wrocław,Krucza,70
53-415,Wrocław,Zaporoska,69
53-416,Wrocław,Zaporoska,42
53-417,Wrocław,Wielka,2
53-418,Wrocław,Szczęśliwa,38
53-419,Wrocław,Szczęśliwa,70
53-421,Wrocław,Gajowicka,1
53-422,Wrocław,Gajowicka,2
53-423,Wrocław,Grochowa,1
53-424,Wrocław,Grochowa,2
53-425,Wrocław,Stalowa,2
53-426,Wrocław,Jemiołowa,38
53-427,Wrocław,Żelazna,1
53-428,Wrocław,Żelazna,2
53-429,Wrocław,Żelazna,54
53-430,Wrocław,Pereca Lejba,30
53-433,Wrocław,Stalowa,20
53-437,Wrocław,Grabiszyńska,82
53-438,Wrocław,Stalowa,52
53-439,Wrocław,Grabiszyńska,91
53-440,Wrocław,Stalowa,60
53-443,Wrocław,Pereca Lejba,1
53-444,Wrocław,Pereca Lejba,2
53-445,Wrocław,Szczęśliwa,1
53-446,Wrocław,Szczęśliwa,2
53-447,Wrocław,Jemiołowa,2
53-501,Wrocław,Grabiszyńska,1
53-502,Wrocław,Grabiszyńska,2
53-503,Wrocław,Grabiszyńska,43
53-504,Wrocław,Grabiszyńska,40
53-508,Wrocław,Kolejowa,2
53-508,Wrocław,Prosta,32
53-509,Wrocław,Prosta,2
53-510,Wrocław,Kolejowa,58
53-515,Wrocław,Lwowska,1
53-516,Wrocław,Lwowska,2
53-517,Wrocław,Zaporoska,1
53-518,Wrocław,Zaporoska,2
53-519,Wrocław,Zaporoska,15
53-520,Wrocław,Zaporoska,12
53-521,Wrocław,Skwierzyńska,1
53-522,Wrocław,Skwierzyńska,2
53-523,Wrocław,Zaporoska,24
53-523,Wrocław,Zielińskiego Tadeusza,63
53-525,Wrocław,Stysia Wincentego,1
53-526,Wrocław,Stysia Wincentego,2
53-527,Wrocław,Stysia Wincentego,51
53-528,Wrocław,Stysia Wincentego,24
53-529,Wrocław,Stysia Wincentego,71
53-530,Wrocław,Stysia Wincentego,52
53-531,Wrocław,Zielińskiego Tadeusza,1
53-532,Wrocław,Zielińskiego Tadeusza,2
53-533,Wrocław,Zielińskiego Tadeusza,19
53-534,Wrocław,Zielińskiego Tadeusza,20
53-601,Wrocław,Tęczowa,1
53-602,Wrocław,Tęczowa,2
53-603,Wrocław,Tęczowa,52
53-607,Wrocław,Robotnicza,1
53-608,Wrocław,Robotnicza,2
53-609,Wrocław,Fabryczna,2
53-611,Wrocław,Strzegomska,2
53-622,Wrocław,Zachodnia,24
53-623,Wrocław,Lubińska,1
53-624,Wrocław,Lubińska,2
53-625,Wrocław,Lubińska,36
53-626,Wrocław,Czarnieckiego Stefana,27
53-627,Wrocław,Czarnieckiego Stefana,58
53-628,Wrocław,Ścinawska,7
53-629,Wrocław,Ścinawska,16
53-630,Wrocław,Poznańska,2
53-631,Wrocław,Poznańska,1
53-633,Wrocław,Długa,58
53-642,Wrocław,Ścinawska,2
53-643,Wrocław,Zachodnia,1
53-644,Wrocław,Zachodnia,2
53-645,Wrocław,Młodych Techników,18
53-646,Wrocław,Młodych Techników,2
53-647,Wrocław,Młodych Techników,1
53-648,Wrocław,Inowrocławska,48
53-649,Wrocław,Inowrocławska,23
53-650,Wrocław,Czarnieckiego Stefana,1
53-651,Wrocław,Czarnieckiego Stefana,2
53-653,Wrocław,Inowrocławska,1
53-654,Wrocław,Inowrocławska,2
53-657,Wrocław,Długa,1
53-658,Wrocław,Długa,2
53-660,Wrocław,Sokolnicza,26
53-671,Wrocław,Legnicka,1
53-672,Wrocław,Legnicka,27
53-673,Wrocław,Legnicka,2
53-674,Wrocław,Legnicka,32
53-676,Wrocław,Sokolnicza,2
54-001,Wrocław,Średzka,1
54-002,Wrocław,Trzmielowicka,2
54-008,Wrocław,Trzmielowicka,12
54-016,Wrocław,Mokrzańska,2
54-016,Wrocław,Średzka,66
54-017,Wrocław,Średzka,2
54-020,Wrocław,Mokrzańska,24
54-031,Wrocław,Częstochowska,36
54-031,Wrocław,Zakopiańska,22
54-033,Wrocław,Częstochowska,2
54-033,Wrocław,Kamiennogórska,48
54-033,Wrocław,Zakopiańska,2
54-034,Wrocław,Kamiennogórska,2
54-041,Wrocław,Kosmonautów,201
54-042,Wrocław,Kosmonautów,202
54-046,Wrocław,Porębska,54
54-047,Wrocław,Kruszcowa,2
54-048,Wrocław,Porębska,2
54-055,Wrocław,Jeleniogórska,1
54-055,Wrocław,Kruszcowa,16
54-056,Wrocław,Jeleniogórska,2
54-058,Wrocław,Stabłowicka,2
54-059,Wrocław,Górecka,2
54-060,Wrocław,Górecka,40
54-062,Wrocław,Stabłowicka,76
54-066,Wrocław,Stabłowicka,146
54-067,Wrocław,Brodzka,102
54-103,Wrocław,Brodzka,2
54-104,Wrocław,Maślicka,158
54-107,Wrocław,Maślicka,2
54-126,Wrocław,Kosmonautów,1
54-127,Wrocław,Kosmonautów,2
54-129,Wrocław,Bystrzycka,91
54-132,Wrocław,Lotnicza,75
54-133,Wrocław,Lotnicza,76
54-144,Wrocław,Pilczycka,116
54-150,Wrocław,Pilczycka,2
54-154,Wrocław,Lotnicza,1
54-155,Wrocław,Lotnicza,2
54-201,Wrocław,Legnicka,41
54-202,Wrocław,Legnicka,48
54-203,Wrocław,Legnicka,47
54-204,Wrocław,Legnicka,52
54-205,Wrocław,Legnicka,65
54-206,Wrocław,Legnicka,66
54-213,Wrocław,Gądawska,1
54-214,Wrocław,Gądawska,2
54-215,Wrocław,Bystrzycka,2
54-217,Wrocław,Kłodnicka,1
54-218,Wrocław,Kłodnicka,2
54-230,Wrocław,Starograniczna,1
54-231,Wrocław,Starograniczna,2
54-232,Wrocław,Niedźwiedzia,1
54-233,Wrocław,Niedźwiedzia,2
54-236,Wrocław,Popowicka,1
54-237,Wrocław,Popowicka,2
54-238,Wrocław,Popowicka,90
54-240,Wrocław,Starogroblowa,1
54-241,Wrocław,Starogroblowa,2
54-310,Wrocław,Żernicka,92
54-402,Wrocław,Australijska,2
54-403,Wrocław,Australijska,24
54-403,Wrocław,Holenderska,2
54-403,Wrocław,Norweska,2
54-404,Wrocław,Australijska,48
54-404,Wrocław,Holenderska,26
54-404,Wrocław,Norweska,26
54-411,Wrocław,Klecińska,127
54-412,Wrocław,Klecińska,128
54-413,Wrocław,Klecińska,5
54-414,Wrocław,Klecińska,28
54-426,Wrocław,Fabryczna,58
54-428,Wrocław,Strzegomska,81
54-429,Wrocław,Strzegomska,80
54-430,Wrocław,Strzegomska,143
54-431,Wrocław,Strzegomska,167
54-432,Wrocław,Strzegomska,158
54-433,Wrocław,Nowodworska,2
54-434,Wrocław,Budziszyńska,2
54-434,Wrocław,Wojrowicka,2
54-436,Wrocław,Budziszyńska,68
54-436,Wrocław,Wojrowicka,24
54-438,Wrocław,Żernicka,2
54-438,Wrocław,Nowodworska,60
54-510,Wrocław,Żernicka,126
54-516,Wrocław,Graniczna,1
54-519,Wrocław,Jerzmanowska,2
54-530,Wrocław,Graniczna,14
54-530,Wrocław,Jerzmanowska,12
54-610,Wrocław,Graniczna,2
60-003,Poznań,Wołczyńska,2
60-004,Poznań,Głogowska,292
60-008,Poznań,Mieleszyńska,2
60-103,Poznań,Bohaterów Westerplatte,2
60-103,Poznań,Kościańska,56
60-103,Poznań,Leszczyńska,52
60-104,Poznań,Głogowska,190
60-111,Poznań,Głogowska,199
60-112,Poznań,Kościańska,2
60-115,Poznań,Bohaterów Westerplatte,26
60-115,Poznań,Leszczyńska,2
60-116,Poznań,Czechosłowacka,136
60-118,Poznań,Krzywa,2
60-121,Poznań,Głogowska,177
60-122,Poznań,Ostrobramska,2
60-123,Poznań,Albańska,2
60-124,Poznań,Dmowskiego Romana,112
60-124,Poznań,Krzywa,1
60-126,Poznań,Głogowska,160
60-128,Poznań,Ostrobramska,12
60-129,Poznań,Jarochowskiego Kazimierza,92
60-131,Poznań,Jarochowskiego Kazimierza,78
60-131,Poznań,Kordeckiego Augustyna,2
60-131,Poznań,Pogodna,46
60-134,Poznań,Albańska,24
60-137,Poznań,Pogodna,58
60-141,Poznań,Promienista,83
60-142,Poznań,Promienista,88
60-144,Poznań,Kordeckiego Augustyna,18
60-149,Poznań,Jugosłowiańska,44
60-151,Poznań,Racławicka,2
60-157,Poznań,Promienista,164
60-166,Poznań,Grunwaldzka,182
60-169,Poznań,Grunwaldzka,356
60-173,Poznań,Grunwaldzka,307
60-175,Poznań,Malwowa,2
60-179,Poznań,Grunwaldzka,191
60-185,Poznań,Malwowa,132
60-189,Poznań,Bukowska,224
60-196,Poznań,Bukowska,139
60-197,Poznań,Bukowska,142
60-201,Poznań,Dwatory,4
60-201,Poznań,Górecka,2
60-202,Poznań,Krauthofera Jakuba,38
60-203,Poznań,Krauthofera Jakuba,2
60-204,Poznań,Dmowskiego Romana,44
60-205,Poznań,Głogowska,136
60-206,Poznań,Głogowska,143
60-209,Poznań,Dwatory,2
60-209,Poznań,Potworowskiego Gustawa,2
60-211,Poznań,Potworowskiego Gustawa,21
60-212,Poznań,Potworowskiego Gustawa,1
60-213,Poznań,Stablewskiego Floriana,2
60-215,Poznań,Sczanieckiej Emilii,1
60-216,Poznań,Sczanieckiej Emilii,2
60-218,Poznań,Hetmańska,49
60-219,Poznań,Hetmańska,48
60-221,Poznań,Dmowskiego Romana,2
60-222,Poznań,Dmowskiego Romana,1
60-223,Poznań,Potworowskiego Gustawa,15
60-223,Poznań,Stablewskiego Floriana,31
60-224,Poznań,Stablewskiego Floriana,1
60-225,Poznań,Lodowa,20
60-226,Poznań,Lodowa,2
60-227,Poznań,Lodowa,1
60-235,Poznań,Jarochowskiego Kazimierza,2
60-236,Poznań,Kasprzaka Marcina,1
60-237,Poznań,Kasprzaka Marcina,2
60-238,Poznań,Jarochowskiego Kazimierza,20
60-239,Poznań,Jarochowskiego Kazimierza,42
60-241,Poznań,Palacza Macieja,2
60-242,Poznań,Palacza Macieja,1
60-243,Poznań,Głogowska,114
60-244,Poznań,Głogowska,119
60-245,Poznań,Kasprzaka Marcina,36
60-246,Poznań,Jarochowskiego Kazimierza,46
60-248,Poznań,Jarochowskiego Kazimierza,39
60-251,Poznań,Hetmańska,23
60-252,Poznań,Hetmańska,22
60-253,Poznań,Hetmańska,2
60-254,Poznań,Hetmańska,1
60-255,Poznań,Chociszewskiego Józefa,1
60-256,Poznań,Chociszewskiego Józefa,27
60-257,Poznań,Chociszewskiego Józefa,2
60-258,Poznań,Chociszewskiego Józefa,22
60-259,Poznań,Chociszewskiego Józefa,40
60-261,Poznań,Chociszewskiego Józefa,52
60-262,Poznań,Głogowska,86
60-263,Poznań,Głogowska,96
60-264,Poznań,Głogowska,85
60-265,Poznań,Głogowska,95
60-266,Poznań,Głogowska,105
60-267,Poznań,Arciszewskiego Krzysztofa,2
60-268,Poznań,Arciszewskiego Krzysztofa,24
60-269,Poznań,Arciszewskiego Krzysztofa,26
60-271,Poznań,Arciszewskiego Krzysztofa,28
60-273,Poznań,Palacza Macieja,75
60-274,Poznań,Palacza Macieja,70
60-274,Poznań,Strzecha,2
60-275,Poznań,Belwederska,2
60-275,Poznań,Pogodna,2
